Player,Pos,Squad,Age,Born,MP,Minutes,90s,League
Mickaël Cuisance\Mickael-Cuisance,FW,Bayern Munich,20,1999,1,18,0.2,Bundesliga
Jimmy Kaparos\Jimmy-Kaparos,MF,Schalke 04,18,2001,1,18,0.2,Bundesliga
Mohamed Sankoh\Mohamed-Sankoh,FW,Stuttgart,16,2003,1,17,0.2,Bundesliga
Lilian Egloff\Lilian-Egloff,MF,Stuttgart,17,2002,2,16,0.2,Bundesliga
Jonas Michel Dirkner\Jonas-Michel-Dirkner,MF,Hertha BSC,18,2002,1,16,0.2,Bundesliga
Nishan Burkart\Nishan-Burkart,MF,Freiburg,20,2000,1,15,0.2,Bundesliga
Dennis Borkowski\Dennis-Borkowski,MFFW,RB Leipzig,18,2002,2,11,0.1,Bundesliga
Maximilian Beier\Maximilian-Beier,FWDF,Hoffenheim,17,2002,3,10,0.1,Bundesliga
Tim Maciejewski\Tim-Maciejewski,MF,Union Berlin,19,2001,1,8,0.1,Bundesliga
Luca Mack\Luca-Mack,MF,Stuttgart,20,2000,1,6,0.1,Bundesliga
Mikail Maden\Mikail-Maden,FW,Schalke 04,18,2002,1,6,0.1,Bundesliga
Joel Pohjanpalo\Joel-Pohjanpalo,MF,Leverkusen,25,1994,1,6,0.1,Bundesliga
Joshua Mees\Joshua-Mees,FW,Union Berlin,24,1996,1,5,0.1,Bundesliga
Levent Mercan\Levent-Mercan,FW,Schalke 04,19,2000,1,5,0.1,Bundesliga
Sebastian Müller\Sebastian-Muller,MFDF,Arminia,19,2001,2,4,0,Bundesliga
Lukas Petkov\Lukas-Petkov,MF,Augsburg,19,2000,1,4,0,Bundesliga
Matondo-Merveille Papela\Matondo-Merveille-Papela,DF,Mainz 05,19,2001,1,2,0,Bundesliga
Vasileios Pavlidis\Vasileios-Pavlidis,FW,Schalke 04,17,2002,1,2,0,Bundesliga
William\William,FW,Wolfsburg,25,1995,2,2,0,Bundesliga
Joshua Brenet\Joshua-Brenet,DF,Hoffenheim,26,1994,1,1,0,Bundesliga
Ilia Gruev\Ilia-Gruev,FW,Werder Bremen,20,2000,1,1,0,Bundesliga
Omar Marmoush\Omar-Marmoush,FW,Wolfsburg,21,1999,1,1,0,Bundesliga
Marten Winkler\Marten-Winkler,FW,Hertha BSC,17,2002,1,1,0,Bundesliga
Emil Audero\Emil-Audero,GK,Sampdoria,23,1997,37,3330,37,Serie A
Andrea Consigli\Andrea-Consigli,GK,Sassuolo,33,1987,37,3330,37,Serie A
Gianluigi Donnarumma\Gianluigi-Donnarumma,GK,Milan,21,1999,37,3330,37,Serie A
Lorenzo Montipò\Lorenzo-Montipo,GK,Benevento,24,1996,37,3330,37,Serie A
João Pedro\Joao-Pedro,FWMF,Cagliari,28,1992,37,3253,36.1,Serie A
Roberto Soriano\Roberto-Soriano,MF,Bologna,29,1991,37,3250,36.1,Serie A
Alex Cordaz\Alex-Cordaz,GK,Crotone,37,1983,36,3240,36,Serie A
Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,DF,Napoli,26,1993,36,3240,36,Serie A
Samir Handanović\Samir-Handanovic,GK,Inter,36,1984,37,3240,36,Serie A
Luigi Sepe\Luigi-Sepe,GK,Parma,29,1991,36,3240,36,Serie A
Franck Kessié\Franck-Kessie,MF,Milan,23,1996,37,3226,35.8,Serie A
Tommaso Augello\Tommaso-Augello,DF,Sampdoria,25,1994,37,3216,35.7,Serie A
Junior Messias\Junior-Messias,MFFW,Crotone,29,1991,36,3215,35.7,Serie A
Kamil Glik\Kamil-Glik,DF,Benevento,32,1988,36,3206,35.6,Serie A
Rodrigo De Paul\Rodrigo-De-Paul,MF,Udinese,26,1994,36,3201,35.6,Serie A
Bartłomiej Drągowski\Bartlomiej-Dragowski,GK,Fiorentina,22,1997,36,3148,35,Serie A
Juan Musso\Juan-Musso,GK,Udinese,26,1994,35,3147,35,Serie A
Danilo Larangeira\Danilo-Larangeira,DF,Bologna,36,1984,35,3132,34.8,Serie A
Alessio Cragno\Alessio-Cragno,GK,Cagliari,26,1994,34,3060,34,Serie A
Marco Silvestri\Marco-Silvestri,GK,Hellas Verona,29,1991,34,3060,34,Serie A
Nikola Milenković\Nikola-Milenkovic,DF,Fiorentina,22,1997,34,3034,33.7,Serie A
Marten de Roon\Marten-de-Roon,MF,Atalanta,29,1991,35,3021,33.6,Serie A
Gian Marco Ferrari\Gian-Marco-Ferrari,DF,Sassuolo,28,1992,34,3014,33.5,Serie A
Adam Marušić\Adam-Marusic,DF,Lazio,27,1992,36,2966,33,Serie A
Răzvan Marin\Razvan-Marin,MF,Cagliari,24,1996,37,2965,32.9,Serie A
Simeon Nwankwo\Simeon-Nwankwo,FW,Crotone,28,1992,38,2943,32.7,Serie A
Gleison Bremer\Gleison-Bremer,DF,Torino,23,1997,33,2935,32.6,Serie A
Theo Hernández\Theo-Hernandez,DF,Milan,22,1997,33,2933,32.6,Serie A
Roberto Pereyra\Roberto-Pereyra,MFFW,Udinese,29,1991,34,2925,32.5,Serie A
Dušan Vlahović\Dusan-Vlahovic,FW,Fiorentina,20,2000,37,2923,32.5,Serie A
Alessandro Bastoni\Alessandro-Bastoni,DF,Inter,21,1999,33,2922,32.5,Serie A
Musa Barrow\Musa-Barrow,FWMF,Bologna,21,1998,38,2921,32.5,Serie A
Danilo\Danilo,DF,Juventus,29,1991,34,2916,32.4,Serie A
Nicolò Barella\Nicolo-Barella,MF,Inter,23,1997,36,2896,32.2,Serie A
Davide Faraoni\Davide-Faraoni,DF,Hellas Verona,28,1991,34,2891,32.1,Serie A
Andrea Belotti\Andrea-Belotti,FW,Torino,26,1993,35,2888,32.1,Serie A
Romelu Lukaku\Romelu-Lukaku,FW,Inter,27,1993,36,2884,32,Serie A
Manuel Locatelli\Manuel-Locatelli,MF,Sassuolo,22,1998,34,2883,32,Serie A
Salvatore Sirigu\Salvatore-Sirigu,GK,Torino,33,1987,32,2880,32,Serie A
Mattia Perin\Mattia-Perin,GK,Genoa,27,1992,32,2879,32,Serie A
Lorenzo Insigne\Lorenzo-Insigne,FW,Napoli,29,1991,35,2865,31.8,Serie A
Gianluca Mancini\Gianluca-Mancini,DF,Roma,24,1996,33,2852,31.7,Serie A
Emmanuel Gyasi\Emmanuel-Gyasi,FW,Spezia,26,1994,37,2851,31.7,Serie A
Ciro Immobile\Ciro-Immobile,FW,Lazio,30,1990,35,2849,31.7,Serie A
Tomás Rincón\Tomas-Rincon,MF,Torino,32,1988,36,2846,31.6,Serie A
Artur Ioniță\Artur-Ionita,MF,Benevento,29,1990,36,2835,31.5,Serie A
Francesco Acerbi\Francesco-Acerbi,DF,Lazio,32,1988,32,2813,31.3,Serie A
Cristiano Biraghi\Cristiano-Biraghi,DF,Fiorentina,27,1992,35,2803,31.1,Serie A
Cristiano Ronaldo\Cristiano-Ronaldo,FW,Juventus,35,1985,33,2802,31.1,Serie A
Rodrigo Becão\Rodrigo-Becao,DF,Udinese,24,1996,35,2780,30.9,Serie A
Milan Škriniar\Milan-Skriniar,DF,Inter,25,1995,32,2777,30.9,Serie A
Antonín Barák\Antonin-Barak,MFFW,Hellas Verona,25,1994,34,2765,30.7,Serie A
Sergej Milinković-Savić\Sergej-Milinkovic-Savic,MF,Lazio,25,1995,32,2746,30.5,Serie A
Henrikh Mkhitaryan\Henrikh-Mkhitaryan,FWMF,Roma,31,1989,34,2745,30.5,Serie A
Germán Pezzella\German-Pezzella,DF,Fiorentina,29,1991,32,2743,30.5,Serie A
Jasmin Kurtić\Jasmin-Kurtic,MF,Parma,31,1989,34,2739,30.4,Serie A
Nahitan Nández\Nahitan-Nandez,MFDF,Cagliari,24,1995,32,2737,30.4,Serie A
Stefan de Vrij\Stefan-de-Vrij,DF,Inter,28,1992,32,2734,30.4,Serie A
Takehiro Tomiyasu\Takehiro-Tomiyasu,DF,Bologna,21,1998,31,2715,30.2,Serie A
Remo Freuler\Remo-Freuler,MF,Atalanta,28,1992,34,2712,30.1,Serie A
Wojciech Szczęsny\Wojciech-Szczesny,GK,Juventus,30,1990,30,2677,29.7,Serie A
Achraf Hakimi\Achraf-Hakimi,DF,Inter,21,1998,37,2665,29.6,Serie A
Federico Barba\Federico-Barba,DF,Benevento,26,1993,32,2659,29.5,Serie A
Morten Thorsby\Morten-Thorsby,MF,Sampdoria,24,1996,33,2648,29.4,Serie A
Davide Calabria\Davide-Calabria,DF,Milan,23,1996,32,2647,29.4,Serie A
Jens Stryger Larsen\Jens-Stryger-Larsen,DF,Udinese,29,1991,33,2638,29.3,Serie A
Berat Djimsiti\Berat-Djimsiti,DF,Atalanta,27,1993,33,2625,29.2,Serie A
Luis Alberto\Luis-Alberto,MF,Lazio,27,1992,34,2618,29.1,Serie A
Hakan Çalhanoğlu\Hakan-Calhanoglu,MFFW,Milan,26,1994,33,2614,29,Serie A
Federico Dimarco\Federico-Dimarco,DF,Hellas Verona,22,1997,35,2613,29,Serie A
Manuel Lazzari\Manuel-Lazzari,DF,Lazio,26,1993,32,2613,29,Serie A
Ivan Provedel\Ivan-Provedel,GK,Spezia,26,1994,29,2610,29,Serie A
Pepe Reina\Pepe-Reina,GK,Lazio,37,1982,29,2610,29,Serie A
Mattia Zaccagni\Mattia-Zaccagni,MFFW,Hellas Verona,25,1995,36,2609,29,Serie A
Bartosz Bereszyński\Bartosz-Bereszynski,DF,Sampdoria,28,1992,31,2607,29,Serie A
Lorenzo Pellegrini\Lorenzo-Pellegrini,MFFW,Roma,24,1996,34,2598,28.9,Serie A
Omar Colley\Omar-Colley,DF,Sampdoria,27,1992,29,2591,28.8,Serie A
Marcelo Brozović\Marcelo-Brozovic,MF,Inter,27,1992,33,2581,28.7,Serie A
Fabián Ruiz Peña\Fabian-Ruiz-Pena,MF,Napoli,24,1996,33,2569,28.5,Serie A
Gianluca Lapadula\Gianluca-Lapadula,FW,Benevento,30,1990,37,2563,28.5,Serie A
Andrea Masiello\Andrea-Masiello,DF,Genoa,34,1986,30,2563,28.5,Serie A
Lautaro Martínez\Lautaro-Martinez,FW,Inter,22,1997,38,2561,28.5,Serie A
Pedro Pereira\Pedro-Pereira,DF,Crotone,22,1998,35,2549,28.3,Serie A
Cristian Romero\Cristian-Romero,DF,Atalanta,22,1998,31,2545,28.3,Serie A
Rick Karsdorp\Rick-Karsdorp,DF,Roma,25,1995,34,2544,28.3,Serie A
Rafael Tolói\Rafael-Toloi,DF,Atalanta,29,1990,31,2537,28.2,Serie A
Robin Gosens\Robin-Gosens,DF,Atalanta,26,1994,32,2523,28,Serie A
Piotr Zieliński\Piotr-Zielinski,MF,Napoli,26,1994,36,2523,28,Serie A
Łukasz Skorupski\Lukasz-Skorupski,GK,Bologna,29,1991,28,2520,28,Serie A
Jerdy Schouten\Jerdy-Schouten,MF,Bologna,23,1997,34,2512,27.9,Serie A
Diego Godín\Diego-Godin,DF,Cagliari,34,1986,28,2508,27.9,Serie A
Antonio Candreva\Antonio-Candreva,MF,Sampdoria,33,1987,35,2505,27.8,Serie A
Darko Lazović\Darko-Lazovic,DF,Hellas Verona,29,1990,32,2503,27.8,Serie A
Rodrigo Palacio\Rodrigo-Palacio,FW,Bologna,38,1982,36,2502,27.8,Serie A
Domenico Berardi\Domenico-Berardi,FWMF,Sassuolo,25,1994,30,2475,27.5,Serie A
Kevin Bonifazi\Kevin-Bonifazi,DF,Udinese,24,1996,30,2469,27.4,Serie A
Ștefan Radu\Stefan-Radu,DF,Lazio,33,1986,31,2458,27.3,Serie A
Sofyan Amrabat\Sofyan-Amrabat,MF,Fiorentina,23,1996,31,2441,27.1,Serie A
José Luis Palomino\Jose-Luis-Palomino,DF,Atalanta,30,1990,36,2428,27,Serie A
Charalambos Lykogiannis\Charalambos-Lykogiannis,DF,Cagliari,26,1993,31,2418,26.9,Serie A
Jakub Jankto\Jakub-Jankto,MF,Sampdoria,24,1996,35,2409,26.8,Serie A
Milan Badelj\Milan-Badelj,MF,Genoa,31,1989,30,2408,26.8,Serie A
Roger Ibanez\Roger-Ibanez,DF,Roma,21,1998,30,2398,26.6,Serie A
Gabriele Zappa\Gabriele-Zappa,DF,Cagliari,20,1999,34,2395,26.6,Serie A
Simon Kjær\Simon-Kjaer,DF,Milan,31,1989,28,2393,26.6,Serie A
Duván Zapata\Duvan-Zapata,FW,Atalanta,29,1991,37,2379,26.4,Serie A
Vladimir Golemić\Vladimir-Golemic,DF,Crotone,29,1991,30,2341,26,Serie A
Riccardo Improta\Riccardo-Improta,MFDF,Benevento,26,1993,34,2335,25.9,Serie A
Juraj Kucka\Juraj-Kucka,MFFW,Parma,33,1987,28,2334,25.9,Serie A
Gaetano Castrovilli\Gaetano-Castrovilli,MF,Fiorentina,23,1997,34,2332,25.9,Serie A
Rodrigo Bentancur\Rodrigo-Bentancur,MF,Juventus,23,1997,33,2324,25.8,Serie A
Salvatore Molina\Salvatore-Molina,MFDF,Crotone,28,1992,29,2315,25.7,Serie A
Adrien Rabiot\Adrien-Rabiot,MF,Juventus,25,1995,34,2313,25.7,Serie A
Arkadiusz Reca\Arkadiusz-Reca,DF,Crotone,25,1995,30,2313,25.7,Serie A
Adrien Tameze\Adrien-Tameze,MF,Hellas Verona,26,1994,33,2304,25.6,Serie A
Albin Ekdal\Albin-Ekdal,MF,Sampdoria,31,1989,32,2299,25.5,Serie A
Kostas Manolas\Kostas-Manolas,DF,Napoli,29,1991,30,2298,25.5,Serie A
Maya Yoshida\Maya-Yoshida,DF,Sampdoria,31,1988,32,2274,25.3,Serie A
Giacomo Bonaventura\Giacomo-Bonaventura,MF,Fiorentina,30,1989,34,2256,25.1,Serie A
Pasquale Schiattarella\Pasquale-Schiattarella,MF,Benevento,33,1987,29,2247,25,Serie A
Martín Cáceres\Martin-Caceres,DF,Fiorentina,33,1987,29,2238,24.9,Serie A
Ivan Radovanović\Ivan-Radovanovic,DFMF,Genoa,31,1988,33,2232,24.8,Serie A
Matteo Ricci\Matteo-Ricci,MF,Spezia,26,1994,29,2229,24.8,Serie A
Matthijs de Ligt\Matthijs-de-Ligt,DF,Juventus,20,1999,27,2220,24.7,Serie A
Samir Santos\Samir-Santos,DF,Udinese,25,1994,30,2216,24.6,Serie A
Giulio Maggiore\Giulio-Maggiore,MF,Spezia,22,1998,33,2214,24.6,Serie A
Përparim Hetemaj\Perparim-Hetemaj,MF,Benevento,33,1986,31,2212,24.6,Serie A
Federico Chiesa\Federico-Chiesa,MFDF,Juventus,22,1997,30,2210,24.6,Serie A
Kalidou Koulibaly\Kalidou-Koulibaly,DF,Napoli,29,1991,26,2209,24.5,Serie A
Fabio Quagliarella\Fabio-Quagliarella,FW,Sampdoria,37,1983,33,2204,24.5,Serie A
Hernani\Hernani,MF,Parma,26,1994,33,2189,24.3,Serie A
Lisandro Magallán\Lisandro-Magallan,DF,Crotone,26,1993,28,2181,24.2,Serie A
Juan Cuadrado\Juan-Cuadrado,DFMF,Juventus,32,1988,30,2175,24.2,Serie A
Pierluigi Gollini\Pierluigi-Gollini,GK,Atalanta,25,1995,25,2156,24,Serie A
Bryan Cristante\Bryan-Cristante,DFMF,Roma,25,1995,34,2155,23.9,Serie A
Franck Ribéry\Franck-Ribery,FW,Fiorentina,37,1983,29,2149,23.9,Serie A
Lorenzo De Silvestri\Lorenzo-De-Silvestri,DF,Bologna,32,1988,29,2143,23.8,Serie A
Lucas Leiva\Lucas-Leiva,MF,Lazio,33,1987,32,2131,23.7,Serie A
Leonardo Spinazzola\Leonardo-Spinazzola,DF,Roma,27,1993,27,2124,23.6,Serie A
Saša Lukić\Sasa-Lukic,MF,Torino,23,1996,32,2106,23.4,Serie A
Filip Đuričić\Filip-Djuricic,MFFW,Sassuolo,28,1992,32,2079,23.1,Serie A
Walace\Walace,MF,Udinese,25,1995,30,2055,22.8,Serie A
Jordan Veretout\Jordan-Veretout,MF,Roma,27,1993,29,2053,22.8,Serie A
Davide Zappacosta\Davide-Zappacosta,DF,Genoa,28,1992,25,2045,22.7,Serie A
Leonardo Bonucci\Leonardo-Bonucci,DF,Juventus,33,1987,26,2028,22.5,Serie A
Gervinho\Gervinho,FW,Parma,33,1987,27,2021,22.5,Serie A
Alexis Saelemaekers\Alexis-Saelemaekers,FW,Milan,21,1999,32,2016,22.4,Serie A
Álvaro Morata\Alvaro-Morata,FW,Juventus,27,1992,32,2014,22.4,Serie A
Armando Izzo\Armando-Izzo,DF,Torino,28,1992,25,2004,22.3,Serie A
Erick Pulgar\Erick-Pulgar,MF,Fiorentina,26,1994,31,2002,22.2,Serie A
Alex Meret\Alex-Meret,GK,Napoli,23,1997,22,1980,22,Serie A
Hirving Lozano\Hirving-Lozano,FW,Napoli,25,1995,32,1965,21.8,Serie A
Tiemoué Bakayoko\Tiemoue-Bakayoko,MF,Napoli,25,1994,32,1964,21.8,Serie A
Lyanco\Lyanco,DF,Torino,23,1997,23,1959,21.8,Serie A
Riccardo Gagliolo\Riccardo-Gagliolo,DF,Parma,30,1990,28,1956,21.7,Serie A
Cristian Ansaldi\Cristian-Ansaldi,DF,Torino,33,1986,31,1947,21.6,Serie A
Joaquín Correa\Joaquin-Correa,FW,Lazio,25,1994,28,1933,21.5,Serie A
Rafael Leão\Rafael-Leao,FW,Milan,21,1999,30,1924,21.4,Serie A
Dejan Kulusevski\Dejan-Kulusevski,MFFW,Juventus,20,2000,35,1923,21.4,Serie A
Matteo Politano\Matteo-Politano,FW,Napoli,26,1993,37,1908,21.2,Serie A
Alessio Romagnoli\Alessio-Romagnoli,DF,Milan,25,1995,22,1907,21.2,Serie A
Andreas Cornelius\Andreas-Cornelius,FW,Parma,27,1993,29,1898,21.1,Serie A
M'Bala Nzola\MBala-Nzola,FW,Spezia,23,1996,25,1896,21.1,Serie A
Sebastiano Luperto\Sebastiano-Luperto,DF,Crotone,23,1996,23,1879,20.9,Serie A
Rogério\Rogerio,DF,Sassuolo,22,1998,28,1877,20.9,Serie A
Ruslan Malinovskyi\Ruslan-Malinovskyi,FWMF,Atalanta,27,1993,36,1876,20.8,Serie A
Claudio Terzi\Claudio-Terzi,DF,Spezia,36,1984,25,1869,20.8,Serie A
Gianluca Caprari\Gianluca-Caprari,MFFW,Benevento,27,1993,30,1865,20.7,Serie A
Maxime Lopez\Maxime-Lopez,MF,Sassuolo,22,1997,29,1864,20.7,Serie A
Miha Zajc\Miha-Zajc,MF,Genoa,26,1994,31,1863,20.7,Serie A
Paweł Dawidowicz\Pawel-Dawidowicz,DF,Hellas Verona,25,1995,30,1860,20.7,Serie A
Gonzalo Villar\Gonzalo-Villar,MF,Roma,22,1998,33,1859,20.7,Serie A
Alex Sandro\Alex-Sandro,DF,Juventus,29,1991,26,1858,20.6,Serie A
Edoardo Goldaniga\Edoardo-Goldaniga,DF,Genoa,26,1993,25,1857,20.6,Serie A
Wilfried Singo\Wilfried-Singo,DF,Torino,19,2000,28,1854,20.6,Serie A
Mattias Svanberg\Mattias-Svanberg,MF,Bologna,21,1999,34,1852,20.6,Serie A
Radja Nainggolan\Radja-Nainggolan,MF,Cagliari,32,1988,22,1841,20.5,Serie A
Vlad Chiricheș\Vlad-Chiriches,DF,Sassuolo,30,1989,24,1837,20.4,Serie A
Ivan Ilić\Ivan-Ilic,MF,Hellas Verona,19,2001,29,1835,20.4,Serie A
Karol Linetty\Karol-Linetty,MF,Torino,25,1995,27,1832,20.4,Serie A
Nahuel Molina\Nahuel-Molina,DF,Udinese,22,1997,29,1828,20.3,Serie A
Giuseppe Pezzella\Giuseppe-Pezzella,DF,Parma,22,1997,24,1828,20.3,Serie A
Edin Džeko\Edin-Dzeko,FW,Roma,34,1986,27,1824,20.3,Serie A
Tolgay Arslan\Tolgay-Arslan,MF,Udinese,29,1990,30,1818,20.2,Serie A
Pau López\Pau-Lopez,GK,Roma,25,1994,21,1817,20.2,Serie A
Yordan Osorio\Yordan-Osorio,DF,Parma,26,1994,23,1809,20.1,Serie A
Martin Erlic\Martin-Erlic,DF,Spezia,22,1998,27,1798,20,Serie A
Ivan Perišić\Ivan-Perisic,DFFW,Inter,31,1989,32,1795,19.9,Serie A
Hamed Junior Traorè\Hamed-Junior-Traore,FWMF,Sassuolo,20,2000,35,1789,19.9,Serie A
Jeremie Boga\Jeremie-Boga,FWMF,Sassuolo,23,1997,27,1785,19.8,Serie A
Lorenzo Tonelli\Lorenzo-Tonelli,DF,Sampdoria,30,1990,23,1782,19.8,Serie A
Ante Rebić\Ante-Rebic,FW,Milan,26,1993,27,1776,19.7,Serie A
Mikkel Damsgaard\Mikkel-Damsgaard,MFFW,Sampdoria,20,2000,35,1773,19.7,Serie A
Nahuel Estévez\Nahuel-Estevez,MF,Spezia,24,1995,27,1768,19.6,Serie A
Koray Günter\Koray-Gunter,DF,Hellas Verona,25,1994,27,1768,19.6,Serie A
Elseid Hysaj\Elseid-Hysaj,DF,Napoli,26,1994,24,1768,19.6,Serie A
Alessandro Tuia\Alessandro-Tuia,DF,Benevento,30,1990,27,1765,19.6,Serie A
Hans Hateboer\Hans-Hateboer,DF,Atalanta,26,1994,22,1762,19.6,Serie A
Lorenzo Venuti\Lorenzo-Venuti,DF,Fiorentina,25,1995,28,1757,19.5,Serie A
Riccardo Orsolini\Riccardo-Orsolini,FWMF,Bologna,23,1997,34,1755,19.5,Serie A
Adama Soumaoro\Adama-Soumaoro,DF,Bologna,28,1992,20,1755,19.5,Serie A
Marlon\Marlon,DF,Sassuolo,24,1995,24,1742,19.4,Serie A
Giovanni Simeone\Giovanni-Simeone,FW,Cagliari,25,1995,33,1740,19.3,Serie A
Marvin Zeegelaar\Marvin-Zeegelaar,DF,Udinese,29,1990,24,1740,19.3,Serie A
Federico Ceccherini\Federico-Ceccherini,DF,Hellas Verona,28,1992,25,1738,19.3,Serie A
Domenico Criscito\Domenico-Criscito,DF,Genoa,33,1986,23,1726,19.2,Serie A
Weston McKennie\Weston-McKennie,MF,Juventus,21,1998,34,1702,18.9,Serie A
Francesco Caputo\Francesco-Caputo,FW,Sassuolo,32,1987,25,1697,18.9,Serie A
Eldor Shomurodov\Eldor-Shomurodov,FW,Genoa,25,1995,31,1677,18.6,Serie A
Mert Müldür\Mert-Muldur,DF,Sassuolo,21,1999,28,1672,18.6,Serie A
Mário Rui\Mario-Rui,DF,Napoli,29,1991,27,1669,18.5,Serie A
Julian Chabot\Julian-Chabot,DF,Spezia,22,1998,25,1655,18.4,Serie A
Matteo Pessina\Matteo-Pessina,MF,Atalanta,23,1997,28,1645,18.3,Serie A
Bram Nuytinck\Bram-Nuytinck,DF,Udinese,30,1990,20,1641,18.2,Serie A
Niccolò Zanellato\Niccolo-Zanellato,MF,Crotone,22,1998,27,1637,18.2,Serie A
Bruno Alves\Bruno-Alves,DF,Parma,38,1981,19,1632,18.1,Serie A
Simone Verdi\Simone-Verdi,MFFW,Torino,28,1992,33,1620,18,Serie A
Sebastian Walukiewicz\Sebastian-Walukiewicz,DF,Cagliari,20,2000,19,1618,18,Serie A
Gastón Brugman\Gaston-Brugman,MF,Parma,27,1992,26,1616,18,Serie A
Mattia Destro\Mattia-Destro,FW,Genoa,29,1991,29,1606,17.8,Serie A
Roberto Insigne\Roberto-Insigne,MFFW,Benevento,26,1994,30,1599,17.8,Serie A
Adrien Silva\Adrien-Silva,MF,Sampdoria,31,1989,24,1599,17.8,Serie A
Patric\Patric,DF,Lazio,27,1993,25,1595,17.7,Serie A
Pedro\Pedro,FWMF,Roma,33,1987,27,1591,17.7,Serie A
Diego Demme\Diego-Demme,MF,Napoli,28,1991,24,1590,17.7,Serie A
Luca Vignali\Luca-Vignali,DF,Spezia,24,1996,21,1590,17.7,Serie A
Luca Marrone\Luca-Marrone,DF,Crotone,30,1990,21,1588,17.6,Serie A
Leonardo Pavoletti\Leonardo-Pavoletti,FW,Cagliari,31,1988,33,1584,17.6,Serie A
Victor Osimhen\Victor-Osimhen,FW,Napoli,21,1998,24,1573,17.5,Serie A
Luca Caldirola\Luca-Caldirola,DF,Benevento,29,1991,25,1572,17.5,Serie A
Gaetano Letizia\Gaetano-Letizia,DF,Benevento,30,1990,24,1570,17.4,Serie A
Riccardo Marchizza\Riccardo-Marchizza,DF,Spezia,22,1998,24,1561,17.3,Serie A
Borja Mayoral\Borja-Mayoral,FW,Roma,23,1997,31,1551,17.2,Serie A
Josip Iličić\Josip-Ilicic,FWMF,Atalanta,32,1988,28,1526,17,Serie A
Rolando Mandragora\Rolando-Mandragora,MF,Torino,23,1997,17,1525,16.9,Serie A
Koffi Djidji\Koffi-Djidji,DF,Crotone,27,1992,20,1524,16.9,Serie A
Simone Bastoni\Simone-Bastoni,DF,Spezia,23,1996,22,1522,16.9,Serie A
Diego Farias\Diego-Farias,FW,Spezia,30,1990,29,1514,16.8,Serie A
Giangiacomo Magnani\Giangiacomo-Magnani,DF,Hellas Verona,24,1995,25,1510,16.8,Serie A
Zlatan Ibrahimović\Zlatan-Ibrahimovic,FW,Milan,38,1981,19,1493,16.6,Serie A
Simone Zaza\Simone-Zaza,FW,Torino,29,1991,29,1491,16.6,Serie A
Jeremy Toljan\Jeremy-Toljan,DF,Sassuolo,25,1994,26,1490,16.6,Serie A
Stefano Okaka\Stefano-Okaka,FW,Udinese,30,1989,22,1489,16.5,Serie A
Lucas Martínez Quarta\Lucas-Martinez-Quarta,DF,Fiorentina,24,1996,21,1483,16.5,Serie A
Mitchell Dijks\Mitchell-Dijks,DF,Bologna,27,1993,20,1481,16.5,Serie A
Pedro Obiang\Pedro-Obiang,MF,Sassuolo,28,1992,33,1469,16.3,Serie A
Fikayo Tomori\Fikayo-Tomori,DF,Milan,22,1997,17,1466,16.3,Serie A
Luca Ceppitelli\Luca-Ceppitelli,DF,Cagliari,30,1989,19,1465,16.3,Serie A
Dries Mertens\Dries-Mertens,FWMF,Napoli,33,1987,29,1459,16.2,Serie A
Giorgos Kiriakopoulos\Giorgos-Kiriakopoulos,DF,Sassuolo,24,1996,23,1456,16.2,Serie A
David Ospina\David-Ospina,GK,Napoli,31,1988,16,1440,16,Serie A
Luis Muriel\Luis-Muriel,FW,Atalanta,29,1991,36,1436,16,Serie A
Bruno Peres\Bruno-Peres,DF,Roma,30,1990,30,1427,15.9,Serie A
Ashley Young\Ashley-Young,DF,Inter,35,1985,26,1425,15.8,Serie A
Marko Pjaca\Marko-Pjaca,FWMF,Genoa,25,1995,35,1418,15.8,Serie A
Goran Pandev\Goran-Pandev,FWMF,Genoa,37,1983,29,1404,15.6,Serie A
Giorgio Chiellini\Giorgio-Chiellini,DF,Juventus,35,1984,17,1386,15.4,Serie A
Matteo Lovato\Matteo-Lovato,DF,Hellas Verona,20,2000,24,1386,15.4,Serie A
Christian Eriksen\Christian-Eriksen,MF,Inter,28,1992,26,1385,15.4,Serie A
Marash Kumbulla\Marash-Kumbulla,DF,Roma,20,2000,21,1363,15.1,Serie A
Mërgim Vojvoda\Mergim-Vojvoda,DF,Torino,25,1995,24,1359,15.1,Serie A
Paolo Ghiglione\Paolo-Ghiglione,DFMF,Genoa,23,1997,23,1358,15.1,Serie A
Nicolas Nkoulou\Nicolas-Nkoulou,DF,Torino,30,1990,18,1358,15.1,Serie A
Kevin Agudelo\Kevin-Agudelo,FW,Spezia,21,1998,29,1356,15.1,Serie A
Gianluca Scamacca\Gianluca-Scamacca,FW,Genoa,21,1999,26,1352,15,Serie A
Grégoire Defrel\Gregoire-Defrel,FWMF,Sassuolo,29,1991,28,1336,14.8,Serie A
Sandro Tonali\Sandro-Tonali,MF,Milan,20,2000,25,1330,14.8,Serie A
Ismaël Bennacer\Ismael-Bennacer,MF,Milan,22,1997,21,1326,14.7,Serie A
Miguel Veloso\Miguel-Veloso,MF,Hellas Verona,34,1986,21,1316,14.6,Serie A
Kevin Strootman\Kevin-Strootman,MF,Genoa,30,1990,18,1314,14.6,Serie A
